,A1,A2,A3,A4,A5,A6,A7,A8,A9,Class
0,0.17441860465116277,0.03681392235609103,0.06451612903225801,0.983249581239531,0.0954356846473029,0.004710315591144606,0.7758620689655172,0.8944099378881988,0.8464730290456433,1
1,0.616279069767442,0.030120481927710843,0.967741935483871,0.983249581239531,0.22821576763485477,0.0003140210394096399,0.603448275862069,0.8178053830227744,0.7925311203319503,1
2,0.38372093023255816,0.03681392235609103,0.967741935483871,0.983249581239531,0.21991701244813278,0.0026691788349819433,0.9482758620689655,0.8281573498964804,0.7593360995850623,1
3,0.39534883720930236,0.03480589022757698,0.967741935483871,0.983249581239531,0.21991701244813278,0.0014130946773433816,0.9310344827586208,0.8281573498964804,0.7634854771784233,1
4,0.0,0.0,0.0,0.983249581239531,0.13692946058091285,0.004710315591144606,1.0,0.8488612836438924,0.7717842323651453,1
5,0.10465116279069764,0.024096385542168676,0.0,0.983249581239531,0.0912863070539419,0.004710315591144606,0.8448275862068966,0.8944099378881988,0.8381742738589212,1
6,0.5116279069767442,0.0535475234270415,0.22580645161290303,0.983249581239531,0.04979253112033195,0.0037682524729156846,0.3793103448275862,0.9544513457556936,0.9543568464730291,0
7,0.7674418604651162,0.05622489959839357,0.8709677419354835,0.9765494137353434,0.24481327800829875,0.006280420788192808,0.3275862068965517,0.7950310559006212,0.8008298755186722,0
8,0.5697674418604651,0.060240963855421686,0.3870967741935485,0.983249581239531,0.0995850622406639,0.003925262992620505,0.3620689655172414,0.9089026915113871,0.9128630705394192,0
9,0.8023255813953488,0.05689424364123159,1.0,0.9782244556113903,0.24066390041493776,0.004082273512325325,0.3275862068965517,0.8095238095238095,0.8132780082987552,0
10,0.4883720930232558,0.05689424364123159,0.19354838709677402,0.983249581239531,0.0,0.00015701051970481994,0.3793103448275862,1.0,1.0,0
11,0.5348837209302325,0.05689424364123159,0.32258064516129004,0.983249581239531,0.012448132780082985,0.004710315591144606,0.3793103448275862,0.9958592132505176,0.995850622406639,0
12,0.5465116279069767,0.05488621151271754,0.3548387096774195,0.983249581239531,0.10788381742738588,0.004710315591144606,0.39655172413793105,0.9026915113871636,0.9004149377593361,0
13,0.744186046511628,0.060240963855421686,0.8064516129032255,0.983249581239531,0.24481327800829875,0.0069084628670120895,0.3275862068965517,0.7908902691511387,0.7966804979253113,0
14,0.4883720930232558,0.05622489959839357,0.19354838709677402,0.966499162479062,1.0,1.0,0.3793103448275862,0.0,0.0,0
15,0.7906976744186046,0.05756358768406961,0.935483870967742,0.983249581239531,0.24066390041493776,0.004239284032030145,0.3275862068965517,0.8053830227743272,0.8091286307053942,0
16,0.8255813953488372,0.05689424364123159,1.0,0.9731993299832495,0.24481327800829875,0.005809389229078347,0.3275862068965517,0.8053830227743272,0.8132780082987552,0
17,0.755813953488372,0.05421686746987952,0.8709677419354835,0.983249581239531,0.24066390041493776,0.004710315591144606,0.3275862068965517,0.8012422360248448,0.8049792531120332,0
18,0.5232558139534884,0.05622489959839357,0.29032258064516103,0.983249581239531,0.07053941908713693,0.004710315591144606,0.3793103448275862,0.9358178053830228,0.9336099585062241,0
19,0.7674418604651162,0.05823293172690763,0.903225806451613,0.998324958123953,0.24066390041493776,0.004710315591144606,0.3448275862068966,0.8033126293995859,0.8091286307053942,0
20,0.7906976744186046,0.0535475234270415,0.935483870967742,0.9715242881072027,0.24066390041493776,0.004710315591144606,0.3275862068965517,0.8053830227743272,0.8091286307053942,0
21,0.755813953488372,0.05689424364123159,0.8387096774193545,0.983249581239531,0.24066390041493776,0.0007850525985241006,0.3275862068965517,0.7991718426501035,0.8049792531120332,0
22,0.5116279069767442,0.05689424364123159,0.22580645161290303,0.983249581239531,0.05394190871369294,0.00847856806406029,0.3793103448275862,0.9482401656314701,0.9502074688796681,0
