,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol,Class
0,0.5963302752293578,0.1739130434782609,0.717948717948718,0.0689655172413793,0.15632754342431762,0.22535211267605634,0.19081272084805656,0.5822320117474362,0.2608695652173916,0.12179487179487175,0.2500000000000002,0
1,0.23853211009174308,0.5760869565217391,0.0,0.020689655172413793,0.13151364764267992,0.19718309859154928,0.053003533568904596,0.3325991189427384,0.4608695652173913,0.05128205128205121,0.2857142857142858,0
2,0.28440366972477066,0.4999999999999999,0.02564102564102564,0.07586206896551724,0.1513647642679901,0.11267605633802817,0.04240282685512367,0.4941262848751933,0.4347826086956519,0.11538461538461531,0.1964285714285714,0
3,0.34862385321100914,0.1739130434782609,0.717948717948718,0.06206896551724138,0.19851116625310175,0.47887323943661975,0.34275618374558303,0.5014684287812088,0.3826086956521739,0.23076923076923073,0.375,0
4,0.2935779816513762,0.21739130434782608,0.6538461538461539,0.06206896551724138,0.8163771712158812,0.22535211267605634,0.17667844522968196,0.5014684287812088,0.15652173913043477,0.4423076923076923,0.1428571428571428,0
5,0.38532110091743127,0.10869565217391303,0.6153846153846153,0.06206896551724138,0.16129032258064518,0.3943661971830986,0.19081272084805656,0.4941262848751933,0.4608695652173913,0.08974358974358976,0.1785714285714286,0
6,0.20183486238532117,0.30434782608695654,0.1794871794871795,0.10344827586206896,0.18114143920595538,0.28169014084507044,0.12014134275618375,0.4941262848751933,0.4956521739130437,0.1538461538461538,0.23214285714285698,0
7,0.28440366972477066,0.5706521739130435,0.0,0.07586206896551724,0.17369727047146405,0.09859154929577466,0.0353356890459364,0.4647577092511028,0.4521739130434783,0.12820512820512814,0.2500000000000002,0
8,0.20183486238532117,0.6141304347826086,0.0,0.11034482758620691,0.23076923076923078,0.295774647887324,0.10954063604240281,0.47944199706314805,0.5217391304347827,0.11538461538461531,0.3928571428571428,0
9,0.20183486238532117,0.5271739130434782,0.15384615384615383,0.6758620689655171,0.1513647642679901,0.5492957746478874,0.27208480565371024,0.6776798825256947,0.5130434782608697,0.08333333333333331,0.1785714285714286,0
10,0.28440366972477066,0.5706521739130435,0.0,0.3172413793103448,0.18362282878411912,0.056338028169014086,0.04240282685512367,0.6262848751835577,0.4695652173913043,0.10256410256410259,0.2142857142857142,0
