,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,typeGlass
0,0.2079999999999984,0.32299999999999995,0.7639999999999999,0.6070175438596492,0.6199999999999992,0.6271186440677966,0.1465614430665163,0.0,0.24,0
1,0.2849999999999966,0.3380000000000001,0.788,0.5035087719298248,0.5699999999999985,0.5932203389830509,0.19729425028184877,0.0,0.0,0
2,0.4819999999999993,0.5230000000000001,0.851,0.09824561403508775,0.34999999999999964,0.1016949152542373,0.306651634723788,0.0,0.0,0
3,0.48599999999999,0.373,0.8399999999999999,0.27368421052631586,0.38899999999999935,0.11864406779661017,0.37712434462265776,0.0,0.0,0
4,0.2810000000000059,0.3999999999999999,0.815,0.49122807017543874,0.5319999999999983,0.5197740112994351,0.17023675310033826,0.0,0.10999999999999999,0
5,0.43200000000000216,0.44499999999999984,0.7999999999999999,0.45438596491228084,0.38400000000000034,0.07909604519774012,0.28861330326944745,0.0,0.0,0
6,0.2810000000000059,0.3640000000000001,0.8039999999999999,0.41578947368421054,0.6120000000000001,0.5197740112994351,0.16685456595264936,0.0,0.0,0
7,0.34899999999998954,0.47699999999999987,0.8309999999999998,0.4859649122807019,0.41300000000000026,0.056497175141242945,0.23562570462232235,0.0,0.0,0
8,0.2980000000000018,0.373,0.775,0.6122807017543861,0.5050000000000008,0.536723163841808,0.1871476888387824,0.0,0.0,0
9,0.3439999999999941,0.4289999999999998,0.746,0.5140350877192983,0.40500000000000114,0.536723163841808,0.23675310033821872,0.0,0.0,0
10,0.04399999999999693,0.33999999999999986,0.7729999999999999,0.45438596491228084,0.5660000000000007,0.5649717514124294,0.1781285231116121,0.0,0.30999999999999994,0
11,0.3780000000000001,0.46299999999999963,0.797,0.5631578947368423,0.3409999999999993,0.10734463276836158,0.21195039458850062,0.21899999999999997,0.0,0
12,0.2839999999999918,0.4750000000000001,0.8019999999999999,0.5842105263157895,0.520999999999999,0.4350282485875706,0.12401352874859073,0.0,0.0,0
13,0.29399999999999693,0.2929999999999999,0.817,0.47543859649122816,0.5890000000000004,0.5536723163841808,0.2153325817361894,0.0,0.0,0
14,0.26599999999999113,0.3979999999999997,0.78,0.4701754385964913,0.543000000000001,0.4576271186440678,0.1871476888387824,0.0,0.0,0
15,0.277000000000001,0.31699999999999995,0.78,0.46491228070175444,0.6179999999999986,0.5084745762711864,0.1995490417136414,0.0,0.0,0
16,0.48099999999999454,0.45100000000000007,0.855,0.23508771929824568,0.347999999999999,0.15254237288135594,0.3246899661781284,0.0,0.0,0
17,0.31099999999999284,0.32199999999999984,0.775,0.5473684210526317,0.5609999999999999,0.5480225988700564,0.1871476888387824,0.0,0.0,0
18,0.35299999999999443,0.5544360902255638,0.797,0.5894736842105264,0.40500000000000114,0.5084745762711864,0.17361894024802704,0.0,0.0,0
19,0.2839999999999918,0.31099999999999994,0.815,0.5350877192982457,0.5709999999999997,0.5480225988700564,0.20067643742953767,0.0,0.0,0
20,0.27899999999999636,0.31299999999999994,0.7949999999999999,0.5789473684210527,0.5730000000000004,0.5649717514124294,0.20405862457722646,0.0,0.0,0
21,0.29300000000000637,0.29499999999999993,0.788,0.5736842105263158,0.5609999999999999,0.5197740112994351,0.22096956031567072,0.0,0.0,0
22,0.2980000000000018,0.30999999999999983,0.78,0.45438596491228084,0.5750000000000011,0.5819209039548023,0.22209695603156698,0.0,0.0,0
23,0.31699999999999307,0.3619999999999999,0.6329999999999999,0.5403508771929826,0.543000000000001,0.5028248587570622,0.25366403607666277,0.0,0.0,0
24,0.4549999999999983,0.349,0.813,0.31754385964912285,0.4300000000000015,0.1751412429378531,0.33596392333709124,0.0,0.16999999999999998,0
25,0.21099999999999852,0.30999999999999983,0.8039999999999999,0.7263157894736845,0.5640000000000001,0.5819209039548023,0.14881623449830894,0.0,0.25999999999999995,0
26,0.27199999999999136,0.34399999999999986,0.788,0.7649122807017545,0.520999999999999,0.4915254237288136,0.18827508455467867,0.0,0.07,0
27,0.28999999999999204,0.31899999999999995,0.775,0.5140350877192983,0.5640000000000001,0.5536723163841808,0.20067643742953767,0.028999999999999998,0.21999999999999997,0
28,0.2909999999999968,0.373,0.7549999999999999,0.5684210526315789,0.527000000000001,0.536723163841808,0.20405862457722646,0.0,0.0,0
29,0.2810000000000059,0.41400000000000015,0.833,0.480701754385965,0.5679999999999996,0.536723163841808,0.14543404735062004,0.0,0.0,0
30,0.4549999999999983,0.349,0.813,0.31754385964912285,0.4479999999999986,0.1751412429378531,0.33596392333709124,0.0,0.16999999999999998,0
31,0.27599999999999625,0.3860000000000001,0.8019999999999999,0.46491228070175444,0.5860000000000003,0.5254237288135594,0.16009019165727167,0.0,0.0,0
32,0.20000000000000284,0.2989999999999997,0.771,0.6947368421052633,0.6049999999999986,0.6101694915254238,0.15107102593010135,0.0,0.24,0
33,0.26599999999999113,0.32199999999999984,0.775,0.5684210526315789,0.577,0.5084745762711864,0.1871476888387824,0.0,0.0,0
34,0.34899999999998954,0.4750000000000001,0.7859999999999999,0.5631578947368423,0.3570000000000011,0.4632768361581921,0.22322435174746336,0.034999999999999996,0.0,0
35,0.33099999999998886,0.3699999999999999,0.7509999999999999,0.4859649122807019,0.5199999999999996,0.5197740112994351,0.22886133032694467,0.0,0.16,0
36,0.46399999999999864,0.41800000000000015,0.86,0.3228070175438597,0.3539999999999992,0.2090395480225989,0.3032694475760991,0.0,0.10999999999999999,0
37,0.2810000000000059,0.34099999999999997,0.8019999999999999,0.5842105263157895,0.5679999999999996,0.5197740112994351,0.18376550169109362,0.0,0.10999999999999999,0
38,0.2839999999999918,0.31299999999999994,0.788,0.5140350877192983,0.6120000000000001,0.5254237288135594,0.18263810597519725,0.0,0.0,0
39,0.29399999999999693,0.45781954887218035,0.7769999999999999,0.5403508771929826,0.5449999999999999,0.5480225988700564,0.19278466741826372,0.0,0.0,0
40,0.28000000000000114,0.27700000000000014,0.7729999999999999,0.5964912280701755,0.6390000000000011,0.5480225988700564,0.1995490417136414,0.0,0.06,0
41,0.2950000000000017,0.30099999999999993,0.7639999999999999,0.49122807017543874,0.5609999999999999,0.5649717514124294,0.22096956031567072,0.0,0.3,0
42,0.5289999999999964,0.4500000000000002,0.829,0.12105263157894741,0.3460000000000001,0.07909604519774012,0.41094621609954607,0.0,0.16,0
43,0.519999999999996,0.3879999999999999,0.797,0.2894736842105264,0.38899999999999935,0.10734463276836158,0.36978579481397955,0.0,0.03,0
44,0.4329999999999927,0.4379999999999997,1.0,0.4421052631578947,0.3520000000000003,0.056497175141242945,0.22096956031567072,0.0,0.0,0
45,0.27899999999999636,0.31399999999999983,0.7909999999999999,0.656140350877193,0.5250000000000004,0.4915254237288136,0.19616685456595262,0.0,0.19,0
46,0.4819999999999993,0.5230000000000001,0.851,0.09824561403508775,0.34999999999999964,0.1016949152542373,0.306651634723788,0.0,0.0,0
47,0.6809999999999974,0.48999999999999977,0.824,0.22982456140350882,0.31400000000000006,0.01694915254237288,0.33258173618940257,0.0,0.09999999999999999,0
48,0.35599999999999454,0.371,0.742,0.5403508771929826,0.45500000000000007,0.5480225988700564,0.26155580608793694,0.0,0.10999999999999999,0
49,0.46399999999999864,0.41400000000000015,0.833,0.3333333333333334,0.3930000000000007,0.16384180790960454,0.3100338218714769,0.0,0.07,0
50,0.22100000000000364,0.4209999999999998,0.7909999999999999,0.6824561403508773,0.5679999999999996,0.35593220338983056,0.11837655016910942,0.0,0.0,0
51,0.2839999999999918,0.2829999999999999,0.7999999999999999,0.5578947368421054,0.6210000000000004,0.5254237288135594,0.1939120631341602,0.0,0.0,0
52,0.28700000000000614,0.2749999999999999,0.784,0.6228070175438598,0.5960000000000001,0.5197740112994351,0.19842164599774526,0.0,0.0,0
53,0.2990000000000066,0.30200000000000005,0.775,0.5789473684210527,0.5619999999999994,0.5819209039548023,0.21307779030439677,0.0,0.0,0
54,0.30400000000000205,0.40600000000000014,0.639,0.49122807017543874,0.5410000000000004,0.5028248587570622,0.250281848928974,0.0,0.0,0
55,0.4549999999999983,0.359,0.797,0.3333333333333334,0.4269999999999996,0.2090395480225989,0.33258173618940257,0.0,0.16,0
56,0.2750000000000057,0.3820000000000001,0.8059999999999999,0.5192982456140351,0.5839999999999996,0.5028248587570622,0.14881623449830894,0.0,0.0,0
57,0.2779999999999916,0.32000000000000006,0.7929999999999999,0.5350877192982457,0.6069999999999993,0.4915254237288136,0.181510710259301,0.0,0.16999999999999998,0
58,0.27299999999999613,0.30799999999999983,0.8059999999999999,0.5473684210526317,0.5319999999999983,0.536723163841808,0.2153325817361894,0.0,0.0,0
59,0.28700000000000614,0.2889999999999999,0.7929999999999999,0.5526315789473686,0.5839999999999996,0.5536723163841808,0.21420518602029304,0.0,0.14,0
60,0.2810000000000059,0.29800000000000004,0.762,0.4964912280701756,0.6049999999999986,0.536723163841808,0.20856820744081173,0.0,0.0,0
61,0.28700000000000614,0.2589999999999999,0.604,0.5473684210526317,0.6950000000000003,0.5084745762711864,0.2525366403607666,0.0,0.24,0
62,0.3469999999999942,0.43199999999999994,0.8059999999999999,0.4473684210526316,0.5050000000000008,0.12994350282485878,0.22096956031567072,0.0,0.0,0
63,0.28600000000000136,0.373,0.822,0.5473684210526317,0.5,0.5197740112994351,0.16459977452085672,0.0,0.0,0
64,0.1979999999999933,0.385,0.7679999999999999,0.5035087719298248,0.5229999999999997,0.5084745762711864,0.20180383314543404,0.0,0.0,0
65,0.48799999999999955,0.5169999999999999,0.8489999999999999,0.268421052631579,0.2749999999999986,0.0,0.3190529875986472,0.0,0.0,0
66,0.3739999999999952,0.6079999999999997,0.835,0.0,0.39500000000000135,0.028248587570621472,0.24689966178128508,0.0,0.0,0
67,0.2909999999999968,0.373,0.626,0.5473684210526317,0.5660000000000007,0.4632768361581921,0.24915445321307772,0.0,0.9,0
68,0.4749999999999943,0.5460000000000003,0.8569999999999999,0.32807017543859657,0.27699999999999925,0.13559322033898305,0.2626832018038331,0.0,0.0,0
69,0.34499999999999886,0.41500000000000004,0.775,0.5789473684210527,0.38200000000000145,0.5028248587570622,0.24689966178128508,0.0,0.0,0
70,0.2330000000000041,0.403,0.7909999999999999,0.524561403508772,0.5359999999999996,0.6214689265536724,0.15219842164599773,0.0,0.0,0
71,0.2259999999999991,0.29800000000000004,0.742,0.656140350877193,0.6199999999999992,0.6101694915254238,0.16685456595264936,0.0,0.0,0
72,0.7069999999999936,0.4620000000000002,0.702,0.20175438596491235,0.136000000000001,0.07344632768361582,0.5231116121758737,0.0,0.0,0
73,0.340999999999994,0.41100000000000003,0.8529999999999999,0.5298245614035089,0.48900000000000077,0.5197740112994351,0.16347237880496057,0.0,0.14,0
74,0.33199999999999363,0.33099999999999996,0.815,0.6947368421052633,0.4820000000000011,0.5254237288135594,0.1995490417136414,0.0,0.12,0
75,0.465999999999994,0.4540000000000002,0.225,0.5842105263157895,0.42499999999999893,0.2994350282485876,0.4712514092446449,0.0,0.0,0
76,0.22500000000000853,0.34099999999999997,0.797,0.6824561403508773,0.5389999999999997,0.5536723163841808,0.1465614430665163,0.0,0.0,0
77,0.22100000000000364,0.34299999999999975,0.78,0.6508771929824562,0.5500000000000007,0.5480225988700564,0.15445321307779025,0.0,0.0,0
78,0.2150000000000034,0.32599999999999985,0.766,0.6333333333333333,0.6732142857142858,0.4011299435028249,0.17023675310033826,0.0,0.0,0
79,0.2599999999999909,0.4500000000000002,0.82,0.8315789473684212,0.40199999999999925,0.5819209039548023,0.12965050732807215,0.0,0.0,0
80,0.24199999999999022,0.33199999999999985,0.8039999999999999,0.5298245614035089,0.5250000000000004,0.5084745762711864,0.20518602029312294,0.0,0.0,0
81,0.6580000000000013,0.44700000000000006,0.0,0.5842105263157895,0.254999999999999,0.1751412429378531,0.7113866967305522,0.0,0.09999999999999999,0
82,0.25199999999999534,0.391,0.788,0.7210526315789476,0.48799999999999955,0.6214689265536724,0.153325817361894,0.0,0.0,0
83,0.2330000000000041,0.4079999999999999,0.8039999999999999,0.6824561403508773,0.4610000000000003,0.5988700564971752,0.14543404735062004,0.0,0.0,0
84,0.20999999999999375,0.3789999999999998,0.7679999999999999,0.6228070175438598,0.5999999999999996,0.5536723163841808,0.12739571589627963,0.0,0.0,0
85,0.27599999999999625,0.22099999999999986,0.724,0.47543859649122816,0.6679999999999993,0.5649717514124294,0.23562570462232235,0.0,0.24,0
86,0.5969999999999942,0.10799999999999987,0.0,0.868421052631579,0.42499999999999893,0.7344632768361582,0.6910935738444193,0.0,0.33999999999999997,0
87,0.3129999999999882,0.377,0.8689999999999999,0.6122807017543861,0.4499999999999993,0.5028248587570622,0.1747463359639233,0.0,0.09999999999999999,0
88,0.29599999999999227,0.3699999999999999,0.8689999999999999,0.5526315789473686,0.4499999999999993,0.5028248587570622,0.18827508455467867,0.0,0.28,0
89,0.31799999999999784,0.31899999999999995,0.817,0.5192982456140351,0.4930000000000003,0.5649717514124294,0.21307779030439677,0.0,0.35,0
90,0.20999999999999375,0.355,0.7999999999999999,0.6719298245614036,0.5869999999999997,0.6101694915254238,0.12401352874859073,0.0,0.0,0
91,0.20999999999999375,0.355,0.784,0.6894736842105265,0.5459999999999994,0.6214689265536724,0.1465614430665163,0.0,0.9,0
92,0.2079999999999984,0.359,0.759,0.705263157894737,0.6160000000000014,0.06214689265536723,0.18263810597519725,0.0,0.19,0
93,0.3089999999999975,0.28400000000000003,0.615,0.29473684210526324,0.7140000000000022,0.3163841807909605,0.2908680947012401,0.0,0.19999999999999998,0
94,0.32099999999999795,0.3560000000000001,0.8839999999999999,0.49122807017543874,0.46999999999999886,0.5480225988700564,0.1871476888387824,0.0,0.0,0
95,0.4239999999999924,0.45899999999999963,0.508,0.6228070175438598,0.38899999999999935,0.44632768361581926,0.33596392333709124,0.0,0.16999999999999998,0
96,0.26200000000000045,0.32499999999999973,0.8059999999999999,0.7000000000000002,0.5619999999999994,0.5536723163841808,0.153325817361894,0.0,0.0,0
97,0.2190000000000083,0.48,0.784,0.524561403508772,0.548,0.3389830508474576,0.13528748590755357,0.0,0.14,0
98,0.20900000000000318,0.32000000000000006,0.784,1.0,0.5089999999999986,0.6271186440677966,0.13866967305524236,0.0,0.0,0
99,0.3189999999999884,0.34399999999999986,0.8059999999999999,0.4210526315789474,0.45199999999999996,0.5819209039548023,0.26042841037204045,0.0,0.15,0
100,0.5679999999999978,0.4660000000000002,0.6459999999999999,0.480701754385965,0.238999999999999,0.07344632768361582,0.4340473506200675,0.0,0.0,0
101,0.23599999999999,0.42600000000000016,0.7949999999999999,0.6456140350877193,0.4709999999999983,0.5819209039548023,0.1375422773393461,0.0,0.0,0
102,0.3199999999999932,0.3789999999999998,0.837,0.5631578947368423,0.4629999999999992,0.5254237288135594,0.18602029312288604,0.0,0.0,0
103,0.3059999999999974,0.40600000000000014,0.8859999999999999,0.4859649122807019,0.479000000000001,0.5254237288135594,0.15783540022547904,0.0,0.0,0
104,0.22700000000000387,0.3919999999999999,0.7949999999999999,0.7000000000000002,0.5459999999999994,0.5536723163841808,0.1307779030439684,0.0,0.0,0
105,0.2330000000000041,0.4019999999999997,0.7769999999999999,0.6719298245614036,0.5069999999999997,0.6101694915254238,0.1499436302142051,0.0,0.09999999999999999,0
106,0.48599999999999,0.556,0.0,0.3877192982456141,0.5109999999999992,0.09039548022598871,0.5107102593010147,0.0,0.08,0
107,0.7129999999999939,0.04400000000000004,0.0,0.2508771929824562,0.5839999999999996,0.0,0.8714768883878239,0.0,0.0,0
108,0.2510000000000048,0.3759999999999999,0.788,0.6508771929824562,0.5410000000000004,0.5084745762711864,0.15219842164599773,0.0,0.0,0
109,0.3059999999999974,0.391,0.8569999999999999,0.524561403508772,0.5300000000000011,0.4745762711864407,0.15445321307779025,0.0,0.0,0
110,0.23999999999999488,0.31899999999999995,0.7819999999999999,0.6280701754385964,0.5709999999999997,0.6214689265536724,0.1657271702367532,0.19,0.25,0
111,0.20100000000000762,0.621,0.817,0.7929824561403511,0.3680000000000003,0.14689265536723164,0.07440811724915442,0.0,0.12,0
112,0.22400000000000375,0.395,0.797,0.656140350877193,0.5199999999999996,0.4067796610169492,0.16347237880496057,0.0,0.0,0
113,0.3269999999999982,0.395,0.7639999999999999,0.6228070175438598,0.4380000000000006,0.4632768361581921,0.20518602029312294,0.0,0.0,0
114,0.269999999999996,0.244,0.606,0.7315789473684213,0.5459999999999994,0.6384180790960452,0.27057497181510703,0.0,0.0,0
115,0.2599999999999909,0.41400000000000015,0.775,0.7754385964912283,0.484,0.5649717514124294,0.14092446448703488,0.0,0.0,0
116,0.30299999999999727,0.34099999999999997,0.846,0.4315789473684211,0.581999999999999,0.5084745762711864,0.181510710259301,0.0,0.12,0
117,0.20900000000000318,0.34399999999999986,0.797,0.6666666666666667,0.5910000000000011,0.6271186440677966,0.1375422773393461,0.0,0.0,0
118,0.19899999999999807,0.377,0.7769999999999999,0.6456140350877193,0.6140000000000008,0.3446327683615819,0.14543404735062004,0.0,0.0,0
119,0.3189999999999884,0.33099999999999996,0.833,0.4473684210526316,0.4410000000000007,0.5819209039548023,0.24239007891770004,0.0,0.21999999999999997,0
120,1.0,0.236,0.0,0.3877192982456141,0.06300000000000061,0.10734463276836158,1.0,0.0,0.24,0
121,0.7299999999999898,0.2869999999999999,0.0,0.2070175438596492,0.39500000000000135,0.056497175141242945,0.8128523111612176,0.0,0.0,0
122,0.39699999999999136,0.4889999999999999,0.301,0.7315789473684213,0.347999999999999,0.35593220338983056,0.41037204058624566,0.0,1.0,0
123,0.3009999999999877,0.44799999999999995,0.8749999999999999,0.6824561403508773,0.3570000000000011,0.4915254237288136,0.16347237880496057,0.0,0.15,0
124,0.20900000000000318,0.31399999999999983,0.784,0.880701754385965,0.5449999999999999,0.6271186440677966,0.13866967305524236,0.0,0.0,0
125,0.22999999999998977,0.2739999999999998,0.775,0.8631578947368423,0.6110000000000007,0.5706214689265537,0.1499436302142051,0.0,0.9,0
126,0.20900000000000318,0.377,0.744,0.6456140350877193,0.5869999999999997,0.35593220338983056,0.16459977452085672,0.0,0.0,0
127,0.23699999999999477,0.3039999999999998,0.635,0.6280701754385964,0.6179999999999986,0.5197740112994351,0.22435174746335962,0.034999999999999996,0.21999999999999997,0
128,0.24500000000000455,0.3860000000000001,0.8109999999999999,0.6771929824561405,0.4859999999999989,0.5932203389830509,0.14543404735062004,0.0,0.29,0
129,0.465999999999994,0.371,0.82,0.4701754385964913,0.5250000000000004,0.4915254237288136,0.19616685456595262,0.0,0.0,0
130,0.24500000000000455,0.32199999999999984,0.7929999999999999,0.7385964912280703,0.5949999999999989,0.5932203389830509,0.14092446448703488,0.0,0.0,0
131,0.21099999999999852,0.34399999999999986,0.7929999999999999,0.6824561403508773,0.5890000000000004,0.6553672316384181,0.13190529875986468,0.0,0.0,0
132,0.1290000000000049,0.5289999999999999,0.688,0.9789473684210526,0.4410000000000007,1.0,0.045095828635851154,0.0,0.0,0
133,0.8819999999999908,0.0,0.0,0.9894736842105263,0.0,0.5254237288135594,0.6967305524239007,0.9999999999999999,0.28,0
134,0.32099999999999795,0.403,0.8659999999999999,0.5684210526315789,0.45899999999999963,0.4632768361581921,0.1713641488162344,0.0,0.0,0
135,0.41799999999999216,0.42399999999999993,0.46499999999999997,0.7543859649122808,0.42299999999999827,0.48022598870056504,0.306651634723788,0.086,0.16999999999999998,0
136,0.24500000000000455,0.30999999999999983,0.784,0.6824561403508773,0.6340000000000003,0.5988700564971752,0.13190529875986468,0.0,0.0,0
137,0.23900000000000432,0.33999999999999986,0.708,0.5140350877192983,0.5640000000000001,0.5254237288135594,0.22660653889515225,0.0,0.24,0
138,0.32200000000000273,0.4379999999999997,0.8619999999999999,0.5350877192982457,0.38400000000000034,0.4915254237288136,0.17587373167981946,0.0,0.32,0
139,0.3089999999999975,0.4500000000000002,0.0,0.14736842105263165,0.8290000000000006,0.0,0.4554678692220968,0.0,0.0,0
140,0.24099999999999966,0.33099999999999996,0.788,0.7263157894736845,0.5619999999999994,0.5819209039548023,0.14543404735062004,0.0,0.21,0
141,0.2609999999999957,0.34099999999999997,0.7729999999999999,0.8192982456140352,0.5199999999999996,0.5988700564971752,0.16121758737316794,0.0,0.0,0
142,0.25199999999999534,0.2919999999999998,0.6409999999999999,0.7754385964912283,0.6069999999999993,0.6666666666666667,0.19842164599774526,0.0,0.0,0
143,0.6799999999999926,0.07499999999999996,0.0,0.26315789473684215,0.6069999999999993,0.0,0.8421645997745209,0.0,0.0,0
144,0.3229999999999933,0.371,0.8079999999999999,0.42631578947368426,0.5389999999999997,0.5197740112994351,0.18489289740698978,0.028999999999999998,0.16999999999999998,0
145,0.3059999999999974,0.33499999999999996,0.6589999999999999,0.6228070175438598,0.5550000000000015,0.5480225988700564,0.22435174746335962,0.044,0.0,0
146,0.3749999999999858,0.5760000000000001,0.0,0.14736842105263165,0.6549999999999994,0.0,0.47914317925591887,0.0,0.0,0
147,0.0,1.0,0.0,0.028070175438596495,1.0,0.0,0.0,0.0,0.0,0
148,0.36099999999999,0.45999999999999996,0.5369999999999999,0.49122807017543874,0.527000000000001,0.0,0.32694475760992114,0.0,0.0,0
149,0.3129999999999882,0.5609999999999999,0.49899999999999994,0.7263157894736845,0.45899999999999963,0.0,0.27395715896279593,0.0,0.0,0
150,0.32399999999999807,0.5049999999999999,0.488,0.749122807017544,0.5109999999999992,0.0,0.2807215332581736,0.0,0.0,0
151,0.08100000000000307,0.552,0.38799999999999996,0.6824561403508773,0.8460000000000001,0.0,0.09921082299887263,0.0,0.0,0
152,0.33899999999999864,0.641,0.174,0.7929824561403511,0.4800000000000004,0.0,0.3461104847801577,0.0,0.0,0
153,0.3469999999999942,0.492,0.5319999999999999,0.6947368421052633,0.45700000000000074,0.0,0.306651634723788,0.0,0.0,0
154,0.35199999999998965,0.5139999999999998,0.0,0.9842105263157894,0.5229999999999997,0.0,0.4441939120631342,0.0,0.0,0
155,0.28999999999999204,0.4209999999999998,0.759,0.6719298245614036,0.3979999999999997,0.5254237288135594,0.22435174746335962,0.0,0.0,1
156,0.21699999999999875,0.391,0.7859999999999999,0.5736842105263158,0.5109999999999992,0.5084745762711864,0.17700112739571594,0.0,0.0,1
157,0.24099999999999966,0.3619999999999999,0.7679999999999999,0.8035087719298248,0.4770000000000003,0.5480225988700564,0.181510710259301,0.0,0.16999999999999998,1
158,0.44199999999999307,0.496,0.837,0.15789473684210525,0.3539999999999992,0.1016949152542373,0.3145434047350619,0.0,0.0,1
159,0.2330000000000041,0.34699999999999975,0.7569999999999999,0.5298245614035089,0.5709999999999997,0.4745762711864407,0.2029312288613303,0.0,0.0,1
160,0.48099999999999454,0.52,0.842,0.33859649122807023,0.27699999999999925,0.2090395480225989,0.26155580608793694,0.0,0.37,1
161,0.2539999999999907,0.32000000000000006,0.797,0.5578947368421054,0.5,0.5536723163841808,0.22435174746335962,0.0,0.0,1
162,0.2909999999999968,0.4379999999999997,0.813,0.1964912280701755,0.5699999999999985,0.056497175141242945,0.23900789177001125,0.0,0.0,1
163,0.2990000000000066,0.4169999999999998,0.7479999999999999,0.7315789473684213,0.3800000000000008,0.5197740112994351,0.22660653889515225,0.0,0.9,1
164,0.21699999999999875,0.4049999999999998,0.7569999999999999,0.5087719298245617,0.5140000000000011,0.536723163841808,0.17587373167981946,0.0,0.0,1
165,0.35999999999999943,0.4379999999999997,0.788,0.2508771929824562,0.5069999999999997,0.14689265536723164,0.23562570462232235,0.048,0.24,1
166,0.28700000000000614,0.43900000000000006,0.815,0.4473684210526316,0.5290000000000017,0.1016949152542373,0.20518602029312294,0.0,0.0,1
167,0.3149999999999977,0.391,0.744,0.6824561403508773,0.41600000000000037,0.5084745762711864,0.24577226606538893,0.0,0.0,1
168,0.24399999999999977,0.377,0.7949999999999999,0.5964912280701755,0.516,0.5084745762711864,0.18827508455467867,0.0,0.09999999999999999,1
169,0.23699999999999477,0.403,0.7549999999999999,0.5403508771929826,0.5050000000000008,0.4745762711864407,0.209695603156708,0.0,0.0,1
170,0.4440000000000026,0.54,0.8689999999999999,0.29473684210526324,0.3019999999999996,0.0,0.29763246899661777,0.0,0.0,1
171,0.23199999999999932,0.21500000000000008,0.784,0.5789473684210527,0.5500000000000007,0.5197740112994351,0.19729425028184877,0.0,0.0,1
